iter	Logloss
0	0.6721524766
1	0.6513453342
2	0.6360246912
3	0.6189550041
4	0.6025363949
5	0.5850495665
6	0.5712182578
7	0.554529441
8	0.5394573156
9	0.5248268658
10	0.5127078094
11	0.5004631219
12	0.4875315092
13	0.4755505533
14	0.4646625301
15	0.4527924986
16	0.443454333
17	0.4332231605
18	0.4249255919
19	0.412951235
20	0.4017160021
21	0.3939502169
22	0.384644343
23	0.3774675268
24	0.3711458372
25	0.3634113346
26	0.3562945106
27	0.349348196
28	0.3436436811
29	0.3373855937
30	0.3316635682
31	0.326405042
32	0.3209628078
33	0.3150635777
34	0.3100337971
35	0.3046350058
36	0.299573827
37	0.2941998087
38	0.289704954
39	0.286326821
40	0.2807989917
41	0.2769107164
42	0.2723514058
43	0.2685122664
44	0.2648195628
45	0.2610667139
46	0.2572278496
47	0.2539612249
48	0.2499540665
49	0.247376227
50	0.2432148099
51	0.2406907023
52	0.2368588475
53	0.234126173
54	0.2312613059
55	0.2273411656
56	0.2236429076
57	0.2198746823
58	0.2171853727
59	0.214609583
60	0.2114907339
61	0.209017615
62	0.2061696951
63	0.2038575038
64	0.2012171555
65	0.1985615028
66	0.1958946162
67	0.1940238113
68	0.1912431342
69	0.189004277
70	0.1864165234
71	0.1842827621
72	0.1827561104
73	0.1809841951
74	0.1793358983
75	0.1775679091
76	0.1755830951
77	0.1723945531
78	0.1700122807
79	0.1677098424
80	0.1660934407
81	0.1635239426
82	0.1615748963
83	0.1597041436
84	0.1580342919
85	0.1566096053
86	0.1549620826
87	0.1529179531
88	0.1508468162
89	0.1486982127
90	0.1471035096
91	0.1454145106
92	0.1438987012
93	0.1420989546
94	0.1408214458
95	0.1393549891
96	0.1375095956
97	0.1359800351
98	0.1347019699
99	0.1334509752
100	0.1320426849
101	0.1308490209
102	0.1293090843
103	0.1279823244
104	0.1270603992
105	0.1258140059
106	0.1243360275
107	0.123508668
108	0.1224468158
109	0.121168376
110	0.1195725268
111	0.1184540312
112	0.1174891051
113	0.1163841773
114	0.1154516284
115	0.1144343855
116	0.1130952774
117	0.1118236638
118	0.1106800627
119	0.109828716
120	0.108866909
121	0.1068943847
122	0.1061867502
123	0.1052586211
124	0.1044732852
125	0.103447679
126	0.102658426
127	0.1015041666
128	0.100362508
129	0.09949957569
130	0.09865669182
131	0.097683185
132	0.09683932426
133	0.09610025232
134	0.09508839226
135	0.09438543777
136	0.09367400768
137	0.09290182291
138	0.09232173472
139	0.09152720051
140	0.09071900295
141	0.09000008184
142	0.08926915336
143	0.08839918847
144	0.08783352725
145	0.0871784771
146	0.08622891773
147	0.08563860076
148	0.08491679184
149	0.08436591658
150	0.08391811133
151	0.08315673117
152	0.08245038708
153	0.08162801867
154	0.08105293468
155	0.0802732777
156	0.07959287514
157	0.07913033346
158	0.07863898626
159	0.07796734395
160	0.07742982506
161	0.07692842824
162	0.07616370593
163	0.07541439782
164	0.07469674643
165	0.07413750163
166	0.07346967842
167	0.0729999285
168	0.07250315415
169	0.07184445672
170	0.07131299895
171	0.0709140127
172	0.07037258615
